,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_est__alpha,param_fs__features,param_st__horizon,param_st__window_size,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
123,0.07639479637145996,0.014177914369555386,0.04032770792643229,0.007294997650777684,10,"['power', 'wind_speed', 'wind_direction', 'air_density', 'relative_humidity']",10min,1,"{'est__alpha': 10, 'fs__features': ['power', 'wind_speed', 'wind_direction', 'air_density', 'relative_humidity'], 'st__horizon': '10min', 'st__window_size': 1}",-58.091587045247906,-52.34717693069811,-52.528898442261365,-54.32255413940246,2.6661410891587023,17
124,0.0720815658569336,0.008754823611214328,0.028102318445841473,0.002596364711149348,10,"['power', 'rotor_speed', 'air_density', 'relative_humidity']",10min,1,"{'est__alpha': 10, 'fs__features': ['power', 'rotor_speed', 'air_density', 'relative_humidity'], 'st__horizon': '10min', 'st__window_size': 1}",-59.76298996043628,-53.764276431019596,-53.46195636104334,-55.66307425083307,2.9017042090888574,81
125,0.060428619384765625,0.010981986193121471,0.0339056650797526,0.005791963098701339,10,"['power', 'wind_speed', 'rotor_speed', 'air_density', 'relative_humidity']",10min,1,"{'est__alpha': 10, 'fs__features': ['power', 'wind_speed', 'rotor_speed', 'air_density', 'relative_humidity'], 'st__horizon': '10min', 'st__window_size': 1}",-57.71534012298374,-55.13629783961249,-52.59177703891387,-55.14780500050336,2.091701696414464,37
126,0.050890048344930015,0.01140215825472276,0.03299673398335775,0.0014676515361840951,10,"['power', 'wind_direction', 'rotor_speed', 'air_density', 'relative_humidity']",10min,1,"{'est__alpha': 10, 'fs__features': ['power', 'wind_direction', 'rotor_speed', 'air_density', 'relative_humidity'], 'st__horizon': '10min', 'st__window_size': 1}",-60.02704548383724,-53.86371813199352,-53.37888670097021,-55.756550105600326,3.0261761857481875,99
127,0.06559411684672038,0.012297350455992392,0.053395986557006836,0.02027382843848733,10,"['power', 'wind_speed', 'wind_direction', 'rotor_speed', 'air_density', 'relative_humidity']",10min,1,"{'est__alpha': 10, 'fs__features': ['power', 'wind_speed', 'wind_direction', 'rotor_speed', 'air_density', 'relative_humidity'], 'st__horizon': '10min', 'st__window_size': 1}",-57.70452613482053,-55.43551026723023,-52.70419637888334,-55.281410926978026,2.0442821677428897,48
128,0.08109394709269206,0.030109275688175514,0.03175505002339681,0.005275262280077902,0,['power'],hourly,6,"{'est__alpha': 0, 'fs__features': ['power'], 'st__horizon': 'hourly', 'st__window_size': 6}",-111.61311253680421,-107.93509018175352,-114.69522453345212,-111.41447575066995,2.7633851876346833,147
129,0.08028594652811687,0.009534564290553825,0.03955658276875814,0.001363520228888863,0,"['power', 'wind_speed']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'wind_speed'], 'st__horizon': 'hourly', 'st__window_size': 6}",-109.77205334729642,-107.5529072551548,-113.59638009979865,-110.30711356741664,2.4960780016328554,132
130,0.06583642959594727,0.01979024629256932,0.04284040133158366,0.0071632304570935345,0,"['power', 'wind_direction']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'wind_direction'], 'st__horizon': 'hourly', 'st__window_size': 6}",-115.1480196980074,-111.63256234023272,-113.61374623167396,-113.46477608997138,1.439040000815868,201
131,0.11434078216552734,0.04894149985080577,0.0703889528910319,0.0232327525670425,0,"['power', 'wind_speed', 'wind_direction']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'wind_speed', 'wind_direction'], 'st__horizon': 'hourly', 'st__window_size': 6}",-113.35412385744972,-110.98228173807507,-112.80187259156989,-112.37942606236489,1.0133293516384214,164
132,0.07137274742126465,0.02415220052312598,0.055587212244669594,0.0094169599268318,0,"['power', 'rotor_speed']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'rotor_speed'], 'st__horizon': 'hourly', 'st__window_size': 6}",-112.57474939015565,-107.90861121989784,-114.51093933278806,-111.66476664761383,2.771129200808226,155
133,0.1142122745513916,0.04932626961682385,0.06956243515014648,0.01517199655584731,0,"['power', 'wind_speed', 'rotor_speed']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'wind_speed', 'rotor_speed'], 'st__horizon': 'hourly', 'st__window_size': 6}",-111.1662153784179,-107.56075181264755,-113.35245382844913,-110.6931403398382,2.387998192916039,137
134,0.13280669848124185,0.018596691239885416,0.058491150538126625,0.0016413313166004824,0,"['power', 'wind_direction', 'rotor_speed']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'wind_direction', 'rotor_speed'], 'st__horizon': 'hourly', 'st__window_size': 6}",-115.31006637079088,-112.01543538089946,-113.57885392883819,-113.63478522684284,1.3456088021067114,214
135,0.15660429000854492,0.052261237846040406,0.0767354170481364,0.010149870056777982,0,"['power', 'wind_speed', 'wind_direction', 'rotor_speed']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'wind_speed', 'wind_direction', 'rotor_speed'], 'st__horizon': 'hourly', 'st__window_size': 6}",-113.42110183045699,-113.03062928873287,-112.67188352201273,-113.04120488040087,0.30595849476834186,188
136,0.0734552542368571,0.01796465883365524,0.037900447845458984,0.003175904766597482,0,"['power', 'air_density']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'air_density'], 'st__horizon': 'hourly', 'st__window_size': 6}",-118.42275704364711,-112.12936148402127,-113.86702855541151,-114.80638236102664,2.6537390095953617,250
137,0.11289437611897786,0.025466135557117384,0.0673986275990804,0.014005347193781806,0,"['power', 'wind_speed', 'air_density']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'wind_speed', 'air_density'], 'st__horizon': 'hourly', 'st__window_size': 6}",-116.6929351421554,-111.76040893275777,-112.63349040664832,-113.69561149385383,2.1491904839595795,218
138,0.1306293805440267,0.02115138512757489,0.06251931190490723,0.010822352637633275,0,"['power', 'wind_direction', 'air_density']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'wind_direction', 'air_density'], 'st__horizon': 'hourly', 'st__window_size': 6}",-117.1122181778904,-111.15465422797483,-112.68163941899934,-113.64950394162152,2.526620055191836,217
139,0.12349001566569011,0.03855877368041167,0.0656143029530843,0.004254602180448767,0,"['power', 'wind_speed', 'wind_direction', 'air_density']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'wind_speed', 'wind_direction', 'air_density'], 'st__horizon': 'hourly', 'st__window_size': 6}",-115.49503156561322,-110.5930832279626,-111.74736092457597,-112.61182523938392,2.0924862866824587,177
140,0.09675176938374837,0.03145941800213254,0.05925281842549642,0.010064513872840164,0,"['power', 'rotor_speed', 'air_density']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'rotor_speed', 'air_density'], 'st__horizon': 'hourly', 'st__window_size': 6}",-118.75672142872104,-112.51538390290068,-113.70114416109206,-114.99108316423792,2.706354313054255,252
141,0.1370979150136312,0.04010243549520942,0.10279679298400879,0.012453909253108564,0,"['power', 'wind_speed', 'rotor_speed', 'air_density']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'wind_speed', 'rotor_speed', 'air_density'], 'st__horizon': 'hourly', 'st__window_size': 6}",-116.83579635099233,-112.95840522693956,-112.37326864508627,-114.05582340767272,1.9801992120403011,232
142,0.12966704368591309,0.03513313088647919,0.09099841117858887,0.019463554772583446,0,"['power', 'wind_direction', 'rotor_speed', 'air_density']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'wind_direction', 'rotor_speed', 'air_density'], 'st__horizon': 'hourly', 'st__window_size': 6}",-117.32340762759732,-111.60307035508808,-112.62811827642538,-113.85153208637026,2.4903976443649176,222
143,0.16195265452067056,0.05599600044537627,0.11048563321431477,0.009848555810812771,0,"['power', 'wind_speed', 'wind_direction', 'rotor_speed', 'air_density']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'wind_speed', 'wind_direction', 'rotor_speed', 'air_density'], 'st__horizon': 'hourly', 'st__window_size': 6}",-115.47895882112655,-112.84563096232182,-111.56835219318222,-113.29764732554354,1.6281789713451185,196
144,0.08962392807006836,0.02756099902776438,0.054523070653279625,0.014665275908401054,0,"['power', 'relative_humidity']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'relative_humidity'], 'st__horizon': 'hourly', 'st__window_size': 6}",-112.41600624453261,-109.62387870979173,-114.4779109785837,-112.17259864430268,1.989110816672565,163
145,0.1407012939453125,0.0584494089217626,0.10373330116271973,0.05382389559260355,0,"['power', 'wind_speed', 'relative_humidity']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'wind_speed', 'relative_humidity'], 'st__horizon': 'hourly', 'st__window_size': 6}",-110.54813543037305,-109.36934176770772,-113.45372911864627,-111.12373543890901,1.7163996301360278,142
146,0.21315503120422363,0.04882548886724696,0.11938762664794922,0.013491535170420108,0,"['power', 'wind_direction', 'relative_humidity']",hourly,6,"{'est__alpha': 0, 'fs__features': ['power', 'wind_direction', 'relative_humidity'], 'st__horizon': 'hourly', 'st__window_size': 6}",-116.25367137688995,-112.29344869559445,-113.54050949829191,-114.02920985692543,1.6532718977345588,228
